published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status,DT_Row_Index
2024-12-09,1124.80,1124.80,1124.80,1124.80,6.11,60.00,67160.00,1,1
2024-10-23,1060.00,1060.00,1060.00,1060.00,-0.93,25.00,26500.00,-1,2
2024-09-09,1070.00,1070.00,1070.00,1070.00,0.38,50.00,53500.00,1,3
2024-09-03,1065.90,1065.90,1065.90,1065.90,2.00,25.00,26647.50,1,4
2024-09-02,1045.00,1045.00,1045.00,1045.00,-0.11,25.00,26125.00,-1,5
2024-09-01,1046.20,1046.20,1046.20,1046.20,0.50,25.00,26155.00,1,6
2024-08-15,1040.00,1041.00,1040.00,1041.00,0.10,100.00,104050.00,1,7
2024-08-13,1030.30,1040.00,1030.30,1040.00,0.95,150.00,155030.00,1,8
2024-08-12,1039.80,1039.80,1030.20,1030.20,-2.90,300.00,309567.50,-1,9
2024-07-30,1061.00,1061.00,1061.00,1061.00,1.92,25.00,26525.00,1,10
2024-07-21,1041.00,1041.00,1041.00,1041.00,-1.79,25.00,26025.00,-1,11
2024-07-15,1060.00,1060.00,1060.00,1060.00,0.47,25.00,26500.00,1,12
2024-07-11,1055.00,1055.00,1055.00,1055.00,0.00,50.00,52750.00,0,13
2024-07-10,1055.00,1055.00,1055.00,1055.00,-0.94,40.00,42200.00,-1,14
2024-07-04,1065.00,1065.00,1065.00,1065.00,1.91,10.00,10650.00,1,15
2024-05-29,1045.00,1045.00,1045.00,1045.00,-0.81,100.00,104500.00,-1,16
2024-05-26,1053.50,1053.50,1053.50,1053.50,-2.00,25.00,26337.50,-1,17
2024-05-14,1070.00,1075.00,1070.00,1075.00,1.90,50.00,53625.00,1,18
2024-05-06,1050.60,1055.00,1050.60,1055.00,2.43,50.00,52640.00,1,19
2024-05-05,1020.30,1030.00,1020.30,1030.00,0.95,50.00,51257.50,1,20
2024-04-28,1020.30,1020.30,1020.30,1020.30,2.00,25.00,25507.50,1,21
2024-04-10,1000.30,1000.30,1000.30,1000.30,-1.45,25.00,25007.50,-1,22
2024-03-28,1015.00,1015.00,1015.00,1015.00,0.69,25.00,25375.00,1,23
2024-03-19,1008.00,1008.00,1008.00,1008.00,0.60,25.00,25200.00,1,24
2024-03-07,1000.00,1002.00,1000.00,1002.00,-1.66,75.00,75100.00,-1,25
2024-03-05,1018.90,1018.90,1018.90,1018.90,1.99,1265.00,1288908.50,1,26
2024-02-25,999.00,999.00,999.00,999.00,-0.10,25.00,24975.00,-1,27
2024-02-12,1000.00,1000.00,1000.00,1000.00,0.00,25.00,25000.00,0,28
2024-02-08,1000.00,1000.00,1000.00,1000.00,0.50,25.00,25000.00,1,29
2024-02-04,990.00,995.00,990.00,995.00,-0.49,50.00,49625.00,-1,30
2024-01-31,999.90,999.90,999.90,999.90,0.49,25.00,24997.50,1,31
2024-01-28,990.00,995.00,990.00,995.00,0.51,60.00,59525.00,1,32
2024-01-25,990.00,990.00,990.00,990.00,-0.10,25.00,24750.00,-1,33
2024-01-23,990.00,991.00,990.00,991.00,1.95,40.00,39625.00,1,34
2024-01-21,972.00,972.00,972.00,972.00,1.99,10.00,9720.00,1,35
2024-01-17,950.00,953.00,950.00,953.00,0.29,75.00,71325.00,1,36
2024-01-16,950.20,950.20,950.20,950.20,-1.74,25.00,23755.00,-1,37
2023-12-24,967.00,967.00,967.00,967.00,0.21,25.00,24175.00,1,38
2023-12-20,966.00,966.00,965.00,965.00,0.20,100.00,96527.50,1,39
2023-12-17,963.10,963.10,963.10,963.10,0.22,25.00,24077.50,1,40
2023-12-05,980.00,980.00,961.00,961.00,-1.94,250.00,244412.50,-1,41
2023-12-04,980.00,980.00,980.00,980.00,0.00,25.00,24500.00,0,42
2023-11-30,980.00,980.00,980.00,980.00,-2.00,150.00,147000.00,-1,43
2023-07-31,1000.00,1000.00,1000.00,1000.00,-1.96,150.00,150000.00,-1,44
2023-07-27,1000.00,1020.00,1000.00,1020.00,0.00,25025.00,25525000.00,0,45
2023-07-12,1020.00,1020.00,1020.00,1020.00,-1.92,25.00,25500.00,-1,46
2023-07-10,1020.00,1040.00,1000.00,1040.00,0.00,230.00,231500.00,0,47
