published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status,DT_Row_Index
2025-08-05,218.00,218.00,210.00,210.24,-1.95,532061.00,112354149.90,-1,1
2025-08-04,218.0,219.9,210.2,214.43,0.05,506080.0,107963071.6,1,1
2025-08-03,221.0,221.0,213.9,214.33,-1.94,545231.0,117835240.3,-1,1
2025-07-31,220.0,230.0,217.8,218.58,-2.5,1415768.0,313375499.8,-1,1
2025-07-30,236.4,236.4,223.2,224.19,-3.3,675728.0,153261178.5,-1,1
2025-07-29,230.0,239.0,230.0,231.83,-1.12,778542.0,182085609.2,-1,1
2025-07-28,219.4,236.5,219.4,227.57,1.67,2269883.0,516559204.3,1,1
2025-07-27,228.5,237.0,222.0,223.83,-3.97,1234735.0,282188368.1,-1,1
2025-07-24,230.0,236.0,228.5,233.09,2.19,1257911.0,292528030.8,1,1
2025-07-23,221.0,229.1,218.1,228.09,3.53,1772051.0,399617229.9,1,1
2025-07-22,217.5,222.0,216.0,220.32,2.24,785425.0,172031423.5,1,1
2025-07-21,212.2,217.9,212.2,215.5,-0.09,621354.0,133567948.2,-1,1
2025-07-20,219.9,222.9,210.3,215.69,-0.67,1391852.0,300155292.7,-1,1
2025-07-17,207.0,219.6,207.0,217.15,3.13,814658.0,176539027.6,1,1
2025-07-16,210.0,213.0,207.1,210.56,1.46,1120936.0,235457620.8,1,1
2025-07-15,204.7,210.6,202.9,207.54,1.14,640825.0,131819699.1,1,1
2025-07-14,207.0,210.9,205.0,205.21,-1.81,403691.0,83423072.5,-1,1
2025-07-13,212.0,216.2,207.5,208.99,0.25,488161.0,102459251.5,1,1
2025-07-10,211.7,211.7,208.1,208.47,-0.75,425491.0,88851787.8,-1,1
2025-07-09,206.0,212.0,206.0,210.04,1.43,373013.0,78065646.7,1,1
2025-07-08,206.7,208.0,205.0,207.07,0.18,187482.0,38699846.1,1,1
2025-07-07,207.0,209.0,205.6,206.7,-0.29,305957.0,63232375.1,-1,1
2025-07-06,208.0,209.6,206.0,207.31,-0.44,368431.0,76423526.9,-1,1
