published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status,DT_Row_Index
2025-07-07,535.00,587.00,532.10,559.19,3.03,9283.00,5145162.70,1,1
2025-07-06,535.0,553.0,532.3,542.74,-0.47,3981.0,2154190.3,-1,1
2025-07-03,548.1,553.0,542.1,545.31,-2.15,4824.0,2643093.6,-1,1
2025-07-02,557.0,569.7,532.0,557.28,-1.2,7997.0,4475256.1,-1,1
2025-07-01,522.0,571.0,520.0,564.07,7.88,16050.0,8680759.0,1,1
2025-06-30,525.1,534.1,521.1,522.87,-1.09,5425.0,2863379.9,-1,1
2025-06-29,510.0,544.5,510.0,528.62,2.88,3600.0,1870756.1,1,1
2025-06-26,505.5,535.0,505.5,513.83,1.75,7620.0,3938355.0,1,1
2025-06-25,505.1,514.5,503.4,505.0,-1.24,6886.0,3482358.9,-1,1
2025-06-24,506.1,513.0,506.1,511.36,-0.25,1708.0,873771.4,-1,1
2025-06-23,501.0,521.2,501.0,512.62,0.88,5294.0,2685784.8,1,1
2025-06-22,506.0,520.0,501.0,508.16,0.31,5665.0,2864678.4,1,1
2025-06-19,517.5,525.0,501.2,506.57,-3.5,15915.0,8133792.0,-1,1
2025-06-18,510.4,534.0,510.4,524.94,1.34,5289.0,2769130.5,1,1
2025-06-17,534.5,534.5,515.0,517.98,-1.43,6251.0,3246255.6,-1,1
2025-06-16,523.0,541.0,523.0,525.48,-1.3,7192.0,3802501.8,-1,1
2025-06-15,538.1,538.8,526.0,532.38,-0.8,6321.0,3356775.7,-1,1
2025-06-12,529.0,547.0,529.0,536.69,-0.26,9323.0,5026998.7,-1,1
2025-06-11,561.9,561.9,536.1,538.11,-2.38,3931.0,2135356.4,-1,1
2025-06-10,550.0,569.9,540.0,551.22,0.17,7173.0,4015087.9,1,1
2025-06-09,513.0,552.0,513.0,550.28,5.19,11883.0,6442338.9,1,1
2025-06-08,544.8,555.0,523.0,523.12,-2.07,5378.0,2822945.3,-1,1
2025-06-05,522.7,540.0,522.7,534.18,0.75,12385.0,6592287.0,1,1
2025-06-04,525.3,550.0,525.3,530.21,-0.78,4350.0,2328827.0,-1,1
2025-06-03,550.0,561.0,534.4,534.4,-1.96,4710.0,2526734.3,-1,2
2025-06-02,555.1,567.0,544.0,545.1,-1.67,5551.0,3075506.7,-1,1
2025-05-28,550.0,560.0,545.0,554.37,0.13,7162.0,3942647.9,1,1
2025-05-27,551.9,560.0,545.0,553.67,0.22,10004.0,5514794.6,1,2
2025-05-26,561.2,583.0,552.0,552.48,0.41,7550.0,4242121.0,1,1
2025-05-25,565.0,583.0,550.0,550.25,-1.95,3745.0,2073334.5,-1,2
2025-05-22,574.9,583.0,547.0,561.18,-0.46,7118.0,3974126.1,-1,3
2025-05-21,580.0,600.1,560.5,563.79,-1.19,9245.0,5320107.6,-1,4
2025-05-20,541.2,576.2,541.2,570.57,3.93,10371.0,5816719.3,1,5
2025-05-19,557.0,568.0,542.1,549.0,0.41,3645.0,2016276.3,1,6
2025-05-18,555.5,565.0,545.0,546.75,-1.66,5990.0,3317469.0,-1,7
2025-05-15,557.0,565.0,555.0,555.98,-2.11,4266.0,2383493.1,-1,8
2025-05-14,575.0,608.0,563.9,567.94,-3.18,11292.0,6484215.5,-1,9
2025-05-13,600.0,610.9,583.2,586.61,-3.16,9553.0,5662193.4,-1,10
2025-05-11,620.8,620.9,601.2,605.78,-0.49,3875.0,2355794.5,-1,11
2025-05-08,615.0,619.0,605.0,608.79,-1.83,8586.0,5245193.9,-1,12
2025-05-07,615.0,624.2,602.1,620.11,1.34,8594.0,5335562.9,1,13
2025-05-06,603.1,622.0,603.1,611.9,0.3,4225.0,2601169.8,1,14
2025-05-05,622.0,639.0,606.6,610.07,-3.46,9143.0,5638296.7,-1,15
2025-05-04,615.0,636.0,605.0,631.91,4.02,26863.0,16625028.5,1,16
2025-04-30,596.2,628.0,596.2,607.5,0.35,4222.0,2583183.0,1,17
2025-04-29,611.3,630.0,605.0,605.39,-2.4,13307.0,8116471.4,-1,18
2025-04-28,642.0,642.0,618.0,620.27,-3.67,9768.0,6122720.4,-1,19
2025-04-27,670.0,670.0,642.0,643.9,-2.71,10101.0,6668029.9,-1,20
2025-04-24,677.5,691.0,651.8,661.81,-0.48,4374.0,2869090.2,-1,21
2025-04-23,672.8,675.0,657.2,665.01,-3.11,4588.0,3047904.8,-1,22
2025-04-22,700.0,700.0,666.1,686.37,-0.5,8715.0,5894910.9,-1,23
2025-04-21,689.8,700.0,676.1,689.85,0.48,22207.0,15399969.4,1,24
2025-04-20,693.0,705.0,680.0,686.58,-1.0,7747.0,5390186.9,-1,25
2025-04-17,656.0,703.0,656.0,693.49,5.28,23213.0,16055036.4,1,26
2025-04-16,665.7,670.0,655.3,658.7,-1.05,6031.0,3984350.0,-1,27
2025-04-15,651.1,683.9,651.1,665.7,0.42,7289.0,4887941.3,1,28
2025-04-13,700.0,700.0,656.0,662.93,-3.51,16040.0,10730126.0,-1,29
2025-04-10,679.0,691.1,676.1,687.06,0.89,6178.0,4225493.7,1,30
2025-04-09,661.0,690.0,650.0,680.99,2.9,5053.0,3423627.0,1,31
2025-04-08,674.9,674.9,650.7,661.77,-0.11,3022.0,1980230.0,-1,32
2025-04-07,664.0,677.0,651.0,662.51,-2.16,6097.0,4041326.7,-1,33
2025-04-03,700.0,700.0,667.0,677.17,-1.79,11001.0,7431821.2,-1,34
2025-04-02,699.7,699.7,677.0,689.52,0.46,2638.0,1813212.8,1,35
2025-04-01,705.0,705.0,670.3,686.33,-0.7,5950.0,4063151.2,-1,36
2025-03-30,690.0,718.0,686.0,691.2,2.13,6924.0,4799348.0,1,37
2025-03-27,666.0,679.8,655.0,676.81,1.48,5933.0,3964581.6,1,38
2025-03-26,664.0,667.3,642.0,666.93,1.93,4505.0,2954127.3,1,39
2025-03-25,658.3,671.4,640.0,654.32,-2.58,9385.0,6114089.0,-1,40
2025-03-24,675.0,675.0,656.6,671.68,0.63,4942.0,3282256.2,1,41
2025-03-23,670.0,680.0,655.4,667.5,-1.02,11303.0,7545219.1,-1,42
2025-03-20,693.0,693.0,667.5,674.39,-0.81,6269.0,4212784.9,-1,43
2025-03-19,680.7,686.0,666.0,679.9,-0.57,19213.0,12995989.0,-1,44
2025-03-18,693.0,702.0,681.5,683.8,-1.6,5378.0,3705433.6,-1,45
2025-03-17,705.0,735.0,683.2,694.9,-0.01,15398.0,10744840.0,-1,46
2025-03-16,714.0,714.0,687.1,695.0,-2.66,8535.0,5944783.0,-1,47
